Company,Year,Category,Rank,System_Sales_Millions,Avg_Sales_Per_Unit_Thousands,Franchised_Units,Company_Units,Total_Units,Total_Change_From_Previous_Year,popChange_2020_to_2023,city_state
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,4013,"Birmingham, Alabama"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,4448,"Mobile, Alabama"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-911,"Muscle Shoals, Alabama"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-990,"Pell City, Alabama"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-272,"Scottsboro, Alabama"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-325,"Kenai, Alaska"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-888,"Wasilla, Alaska"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2900,"Eloy, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,209,"Fountain Hills, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2118,"Lake Havasu City, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-7352,"Mesa, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-7352,"Mesa, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-7352,"Mesa, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-41855,"Phoenix, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3054,"Scottsdale, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3054,"Scottsdale, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,888,"Sierra Vista, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-278,"Taylor, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-5621,"Tempe, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4581,"Tucson, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,491,"Winslow, Arizona"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1217,"Bryant, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,452,"Camden, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-235,"Clarksville, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,393,"Jacksonville, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2071,"Jonesboro, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1278,"Little Rock, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1278,"Little Rock, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1278,"Little Rock, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4123,"Rogers, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-928,"Van Buren, Arkansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2078,"Azusa, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1171,"Brea, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1166,"Chula Vista, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2546,"Covina, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1284,"Gilroy, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-941,"Hanford, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,6592,"Huntington Beach, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,6592,"Huntington Beach, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,6592,"Huntington Beach, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1343,"Lodi, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,17304,"Long Beach, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-787,"Palm Desert, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3273,"Rancho Cordova, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1459,"Sacramento, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1348,"San Diego, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,3660,"Sunnyvale, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2263,"Tustin, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,341,"Upland, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,3278,"Vallejo, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4065,"Victorville, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,76,"Yucca Valley, California"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-8727,"Aurora, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2405,"Brighton, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2405,"Brighton, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,47,"Burlington, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-9643,"Colorado Springs, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-9643,"Colorado Springs, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-9643,"Colorado Springs, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1053,"Denver, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1053,"Denver, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-633,"Englewood, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-550,"Fort Collins, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1212,"Littleton, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2988,"Loveland, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1031,"Montrose, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4220,"Parker, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,794,"Pueblo, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-535,"Silverthorne, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,787,"Sterling, Colorado"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-472,"Dover, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-472,"Dover, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-732,"Georgetown, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-84,"Harrington, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-304,"Lewes, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1826,"Middletown, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1826,"Middletown, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-738,"Millsboro, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,450,"Newark, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,450,"Newark, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,450,"Newark, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,450,"Newark, Delaware"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-903,"Brooksville, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-55,"Chipley, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1836,"Crestview, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-844,"DeFuniak Springs, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-5223,"DeLand, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-5223,"DeLand, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1259,"Eustis, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1478,"Fort Lauderdale, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-10968,"Fort Myers, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-10968,"Fort Myers, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4675,"Gainesville, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1823,"Hialeah, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-824,"Hollywood, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-824,"Hollywood, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-36225,"Jacksonville, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-36225,"Jacksonville, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,403,"Largo, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1033,"Marianna, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-102,"Mary Esther, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-13664,"Miami, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-13664,"Miami, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-13664,"Miami, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-363,"Okeechobee, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-363,"Okeechobee, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-363,"Okeechobee, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,31,"Orange Park, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,31,"Orange Park, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12979,"Orlando, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1207,"Ormond Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-15814,"Palm Bay, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-15814,"Palm Bay, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,592,"Pensacola, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,592,"Pensacola, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-729,"Plant City, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-729,"Plant City, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1564,"Pompano Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-429,"Port Richey, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-591,"Sebring, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-18702,"Tampa, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-18702,"Tampa, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-18702,"Tampa, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-953,"Vero Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6808,"West Palm Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6808,"West Palm Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6808,"West Palm Beach, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-611,"Winter Springs, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-611,"Winter Springs, Florida"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,85,"Acworth, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2775,"Albany, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2775,"Albany, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-12087,"Atlanta, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,21,"Blue Ridge, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,21,"Blue Ridge, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1785,"Cartersville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,8,"Chatsworth, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,8,"Chatsworth, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,5042,"Columbus, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-782,"Dacula, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-51,"Dalton, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1292,"Hinesville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-528,"Madison, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1696,"Marietta, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,599,"Milledgeville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,599,"Milledgeville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,125,"Peachtree Corners, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3405,"Perry, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-682,"Rincon, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1130,"Roswell, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,26,"Savannah, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,26,"Savannah, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,26,"Savannah, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,317,"Thomasville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,317,"Thomasville, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-49,"Thomson, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,364,"Valdosta, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4172,"Warner Robins, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4172,"Warner Robins, Georgia"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2252,"Coeur d'Alene, Idaho"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2252,"Coeur d'Alene, Idaho"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,81900,"Chicago, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1001,"Danville, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1001,"Danville, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2430,"Decatur, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,92,"DeKalb, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,12,"Effingham, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,658,"Granite City, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,78,"Jerseyville, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,218,"Lincoln, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,168,"Litchfield, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,168,"Litchfield, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1026,"Moline, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,2804,"Rockford, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1892,"Springfield, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1892,"Springfield, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1892,"Springfield, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-267,"Troy, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,144,"Urbana, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,249,"Washington, Illinois"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-437,"Anderson, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-380,"Auburn, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2718,"Avon, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,21,"Boonville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1026,"Columbus, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1026,"Columbus, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-257,"Crawfordsville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-5048,"Fishers, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6085,"Fort Wayne, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-582,"Franklin, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-80,"Greencastle, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-2469,"Greenwood, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,41,"Huntington, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-77,"Jasper, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,34,"Kendallville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-283,"Kokomo, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-283,"Kokomo, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-283,"Kokomo, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-424,"Lafayette, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-65,"Lawrenceburg, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,146,"Logansport, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,152,"Madison, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,214,"Marion, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,214,"Marion, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-28,"Monticello, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,491,"New Albany, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,491,"New Albany, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,491,"New Albany, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-4070,"Noblesville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,48,"North Vernon, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,46,"Rensselaer, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,46,"Rensselaer, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,46,"Rensselaer, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-493,"Shelbyville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-493,"Shelbyville, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,28,"Tell City, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,187,"Vincennes, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-293,"Warsaw, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-801,"Whiteland, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,33,"Winamac, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,33,"Winamac, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,61,"Winchester, Indiana"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1770,"Cedar Rapids, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1770,"Cedar Rapids, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1770,"Cedar Rapids, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1265,"Coralville, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,393,"Council Bluffs, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,393,"Council Bluffs, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1373,"Davenport, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,72,"Evansdale, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,72,"Evansdale, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-40,"Le Mars, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,10,"Marshalltown, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,458,"Muscatine, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-361,"Pella, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,57,"Sioux City, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-93,"Spirit Lake, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-93,"Spirit Lake, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3477,"West Des Moines, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3477,"West Des Moines, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-3477,"West Des Moines, Iowa"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-916,"Andover, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,274,"Chanute, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,279,"Dodge City, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,279,"Dodge City, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,774,"Garden City, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,369,"Great Bend, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,264,"Independence, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,264,"Independence, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1076,"Junction City, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,427,"Manhattan, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,427,"Manhattan, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,427,"Manhattan, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-6176,"Olathe, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1135,"Topeka, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1428,"Wichita, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,1428,"Wichita, Kansas"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-201,"Campbellsville, Kentucky"
Arby's,2021,Sandwich,16,4215,1273,2176,1193,3369,10,-1588,"Elizabethtown, Kentucky"
