Company,Year,Category,Rank,System_Sales_Millions,Avg_Sales_Per_Unit_Thousands,Franchised_Units,Company_Units,Total_Units,Total_Change_From_Previous_Year,popChange_2020_to_2023,city_state
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-480,"Vernal, Utah"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-763,"South Burlington, Vermont"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-763,"South Burlington, Vermont"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,75,"Buena Vista, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,1570,"Charlottesville, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-4517,"Chesapeake, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-4517,"Chesapeake, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-4517,"Chesapeake, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,810,"Christiansburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,810,"Christiansburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-928,"Culpeper, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,753,"Danville, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-997,"Fairfax, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-24,"Falls Church, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-5,"Farmville, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-388,"Front Royal, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-290,"Herndon, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-528,"Lynchburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-528,"Lynchburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-528,"Lynchburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-47,"New Market, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,3127,"Newport News, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,3127,"Newport News, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,3127,"Newport News, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,154,"Petersburg, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-902,"Radford, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-2699,"Richmond, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-2699,"Richmond, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,2843,"Roanoke, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-64,"Rocky Mount, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-253,"Salem, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,165,"South Boston, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-6289,"Suffolk, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,8,"Vinton, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,5827,"Virginia Beach, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,5827,"Virginia Beach, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,5827,"Virginia Beach, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,5827,"Virginia Beach, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-986,"Waynesboro, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,507,"Winchester, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-155,"Windsor, Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-4,"Aberdeen, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,293,"Bellevue, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-142,"Chehalis, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-195,"Ephrata, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-195,"Ephrata, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,3232,"Kent, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-2041,"Lacey, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-106,"Longview, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-2198,"Marysville, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-1029,"Moses Lake, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-2369,"Port Orchard, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,2348,"Renton, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-18060,"Seattle, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-18060,"Seattle, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-18060,"Seattle, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-113,"Snohomish, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-113,"Snohomish, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-3721,"Tacoma, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-5554,"Vancouver, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,849,"Walla Walla, Washington"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,367,"Bluefield, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-50,"Bridgeport, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,131,"Buckhannon, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,183,"Elkins, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,156,"Follansbee, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,142,"Grafton, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,1516,"Huntington, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-154,"Martinsburg, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-235,"Morgantown, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-235,"Morgantown, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-235,"Morgantown, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,716,"Parkersburg, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,716,"Parkersburg, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,619,"South Charleston, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,772,"Weirton, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,863,"Wheeling, West Virginia"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,125,"Antigo, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,955,"Appleton, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,346,"Beloit, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,346,"Beloit, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,63,"De Pere, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-1104,"Eau Claire, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,238,"Fort Atkinson, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,1627,"Green Bay, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-5661,"Madison, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-5661,"Madison, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,193,"Menasha, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,261,"Merrill, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,59,"Milton, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-40,"New London, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-32,"Oconto Falls, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-155,"Reedsburg, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,106,"Rhinelander, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-744,"River Falls, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,9,"Shawano, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,114,"Tomah, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,114,"Tomah, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-117,"Waterloo, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-51,"Waupaca, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-397,"Wisconsin Dells, Wisconsin"
Burger King,2021,Burger,6,9657,1414,7029,52,7081,-265,-200,"Cody, Wyoming"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1717,"Calera, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1607,"Cullman, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-210,"Dothan, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-2263,"Florence, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,699,"Gadsden, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,699,"Gadsden, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-10444,"Huntsville, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4448,"Mobile, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4448,"Mobile, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5304,"Montgomery, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5304,"Montgomery, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-2558,"Opelika, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,10,"Opp, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-954,"Pelham, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,368,"Phenix City, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-249,"Rainsville, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-272,"Scottsboro, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1080,"Talladega, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-96,"Troy, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-11710,"Tuscaloosa, Alabama"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4202,"Avondale, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4202,"Avondale, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-17370,"Buckeye, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,262,"Flagstaff, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-7480,"Gilbert, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-5452,"Glendale, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-7352,"Mesa, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-7759,"Peoria, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-41855,"Phoenix, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-17039,"Queen Creek, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3054,"Scottsdale, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-461,"Show Low, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-15125,"Surprise, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-278,"Taylor, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-5621,"Tempe, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4581,"Tucson, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3573,"Yuma, Arizona"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1217,"Bryant, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-623,"Cabot, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,9,"Dardanelle, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,393,"Jacksonville, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1278,"Little Rock, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-454,"Mountain Home, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2138,"Pine Bluff, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-218,"Sheridan, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-904,"Springdale, Arkansas"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,6304,"Anaheim, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1791,"Antioch, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1791,"Antioch, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,76,"Atascadero, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,119,"Auburn, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3367,"Baldwin Park, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,445,"Barstow, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4090,"Bellflower, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,706,"Benicia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,706,"Benicia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,706,"Benicia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,706,"Benicia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,259,"Blythe, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1142,"Calimesa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2256,"Campbell, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1976,"Chico, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1339,"Citrus Heights, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1339,"Citrus Heights, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,231,"Coalinga, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-127,"Colusa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-127,"Colusa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4734,"Compton, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4734,"Compton, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4734,"Compton, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5140,"Daly City, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5140,"Daly City, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3458,"Dublin, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3196,"El Cajon, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3196,"El Cajon, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,403,"El Cerrito, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1160,"Encinitas, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2955,"Escondido, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-894,"Fairfield, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-894,"Fairfield, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4320,"Folsom, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,233,"Fortuna, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4286,"Fremont, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4286,"Fremont, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4286,"Fremont, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3468,"Fresno, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3468,"Fresno, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3468,"Fresno, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4389,"Fullerton, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-130,"Galt, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3746,"Garden Grove, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,9473,"Glendale, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,9473,"Glendale, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,9473,"Glendale, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-795,"Hesperia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-795,"Hesperia, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,792,"Highland, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,6592,"Huntington Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,6592,"Huntington Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,673,"Imperial Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4900,"Inglewood, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-584,"King City, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-2782,"Lake Elsinore, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1540,"La Puente, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,62,"Lemon Grove, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1343,"Lodi, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1343,"Lodi, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,17304,"Long Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,17304,"Long Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,17304,"Long Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,77927,"Los Angeles, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3020,"Los Banos, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-7558,"Manteca, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,878,"Martinez, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,332,"Moraga, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1810,"Napa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,927,"National City, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,181,"Newman, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2597,"Newport Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4685,"Norwalk, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4165,"Oakland, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4165,"Oakland, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4165,"Oakland, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-7192,"Ontario, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1567,"Orange, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,8009,"Palmdale, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,156,"Parlier, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5163,"Pasadena, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1901,"Perris, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2888,"Pico Rivera, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,606,"Pittsburg, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,826,"Pleasant Hill, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,785,"Poway, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,876,"Redding, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3820,"Redondo Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3820,"Redondo Beach, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3310,"Redwood City, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,656,"Rialto, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2218,"Richmond, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-11344,"Roseville, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1459,"Sacramento, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1459,"Sacramento, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1459,"Sacramento, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1655,"San Bernardino, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2562,"San Bruno, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1348,"San Diego, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1348,"San Diego, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-1348,"San Diego, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,64962,"San Francisco, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,64962,"San Francisco, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,43586,"San Jose, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,43586,"San Jose, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,43586,"San Jose, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,43586,"San Jose, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,43586,"San Jose, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,5215,"San Leandro, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-2138,"San Luis Obispo, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4338,"San Mateo, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4338,"San Mateo, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,4338,"San Mateo, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,18,"Santa Ana, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3200,"Santa Clara, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-3200,"Santa Clara, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1468,"Santa Cruz, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2278,"Santa Rosa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2278,"Santa Rosa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2278,"Santa Rosa, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,347,"Scotts Valley, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,141,"Sebastopol, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,92,"Sonora, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,92,"Sonora, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2657,"South Gate, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,2657,"South Gate, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,1263,"Stockton, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3660,"Sunnyvale, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-140,"Vacaville, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,3278,"Vallejo, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4065,"Victorville, California"
Burger King,2022,Burger,8,10278,1508,6993,50,7043,-61,-4065,"Victorville, California"
