popChange_2020_to_2023,city_state,name
-27,"Abbeville, Alabama",McDonald's
-27,"Abbeville, Alabama",SUBWAY
200,"Adamsville, Alabama",Jack's Family Restaurants
-773,"Alabaster, Alabama",Firehouse Subs
-773,"Alabaster, Alabama",Church's Chicken
-773,"Alabaster, Alabama",Moe's Southwest Grill
-773,"Alabaster, Alabama",Whataburger
-773,"Alabaster, Alabama",Captain D's Seafood Kitchen
-773,"Alabaster, Alabama",Pizza Hut
-773,"Alabaster, Alabama",Panera Bread
-773,"Alabaster, Alabama",Jimmy John's
-773,"Alabaster, Alabama",Jack's
-639,"Albertville, Alabama",Pizza Hut
-639,"Albertville, Alabama",Subway
382,"Alexander City, Alabama",McDonald's
382,"Alexander City, Alabama",KFC
119,"Aliceville, Alabama",Jack's Family Restaurants
3,"Altoona, Alabama",Jack's
2,"Andalusia, Alabama",Hardee's
2,"Andalusia, Alabama",Crispy Chicken
2,"Andalusia, Alabama",Church's Chicken
2,"Andalusia, Alabama",Sonic Drive-In
2,"Andalusia, Alabama",McDonald's
2,"Andalusia, Alabama",Subway
396,"Anniston, Alabama",Church's Chicken
396,"Anniston, Alabama",Krystal
396,"Anniston, Alabama",Heroes American Grille
396,"Anniston, Alabama",SUBWAY
396,"Anniston, Alabama",Jack's
396,"Anniston, Alabama",Domino's Pizza
396,"Anniston, Alabama",Quiznos
-385,"Arab, Alabama",Pizza Hut
-385,"Arab, Alabama",Jack's
-385,"Arab, Alabama",Krispy Krunchy Chicken
-385,"Arab, Alabama",SUBWAY
-385,"Arab, Alabama",Subway
-385,"Arab, Alabama",Midas Burger
-49,"Ashville, Alabama",Fox's Pizza Den
-5493,"Athens, Alabama",McDonald's
-5493,"Athens, Alabama",Touchdown Wings
-5493,"Athens, Alabama",Dairy Queen Grill Chill
-5493,"Athens, Alabama",Firehouse Subs
-5493,"Athens, Alabama",Pizza Hut
-5493,"Athens, Alabama",Touchdown Wings
-5493,"Athens, Alabama",Subway
83,"Atmore, Alabama",Churpeys of Alabama
83,"Atmore, Alabama",Sonic Drive-In
17,"Attalla, Alabama",Waffle House
17,"Attalla, Alabama",Taco Bell
17,"Attalla, Alabama",Subway
17,"Attalla, Alabama",Jack's Family Restaurants
-5459,"Auburn, Alabama",Wendys
-5459,"Auburn, Alabama",Uncle Maddio's Pizza Joint
-5459,"Auburn, Alabama",Uncle Maddio's Pizza
-5459,"Auburn, Alabama",Waffle House
-5459,"Auburn, Alabama",Panera Bread
-5459,"Auburn, Alabama",Mellow Mushroom
-5459,"Auburn, Alabama",Panera Bread
-5459,"Auburn, Alabama",Chick-fil-A
-5459,"Auburn, Alabama",Sonic Drive-In
-5459,"Auburn, Alabama",Jack's
-5459,"Auburn, Alabama",McAlisters Deli
-5459,"Auburn, Alabama",Chipotle Mexican Grill
-5459,"Auburn, Alabama",Subway
-270,"Bay Minette, Alabama",Pizza Hut
-270,"Bay Minette, Alabama",Hardee's
1030,"Bessemer, Alabama",Church's Chicken Of Birmingham
1030,"Bessemer, Alabama",SUBWAY
1030,"Bessemer, Alabama",Bank's Southern Style Restaurant
1030,"Bessemer, Alabama",D's Tamales Togo
1030,"Bessemer, Alabama",Pizza Hut
1030,"Bessemer, Alabama",Sonic Drive-In
1030,"Bessemer, Alabama",Subway
1030,"Bessemer, Alabama",Pizza Hut
1030,"Bessemer, Alabama",KFC
1030,"Bessemer, Alabama",King's Wings
1030,"Bessemer, Alabama",Mcalister's Deli
1030,"Bessemer, Alabama",Church's Chicken Of Birmingham
4013,"Birmingham, Alabama",Pizza Hut
4013,"Birmingham, Alabama",McDonald's
4013,"Birmingham, Alabama",Waffle House
4013,"Birmingham, Alabama",Church's Chicken
4013,"Birmingham, Alabama",Church's Chicken
4013,"Birmingham, Alabama",Churchs Chicken
4013,"Birmingham, Alabama",Hardee's
4013,"Birmingham, Alabama",Moe's Southwest Grill
4013,"Birmingham, Alabama",Chipotle Mexican Grill
4013,"Birmingham, Alabama",SUBWAY
4013,"Birmingham, Alabama",Mellow Mushroom
4013,"Birmingham, Alabama",Jimmy John's
4013,"Birmingham, Alabama",Hardee's
4013,"Birmingham, Alabama",Jimmy John's
4013,"Birmingham, Alabama",Rally's
4013,"Birmingham, Alabama",Taco Bell
4013,"Birmingham, Alabama",Dawson's Burgers Wings Fries
4013,"Birmingham, Alabama",Pizza Hut
4013,"Birmingham, Alabama",Jack Brown's Beer Burger Jnt
4013,"Birmingham, Alabama",Chick-fil-A
4013,"Birmingham, Alabama",Chick-Fil-A
4013,"Birmingham, Alabama",Guthrie's
4013,"Birmingham, Alabama",Chipotle Mexican Grill
4013,"Birmingham, Alabama",SUBWAY
4013,"Birmingham, Alabama",Jimmy John's
4013,"Birmingham, Alabama",Sol's Sandwich Shop and Deli
4013,"Birmingham, Alabama",Subway
4013,"Birmingham, Alabama",Jersey Mike's Subs
4013,"Birmingham, Alabama",Taco Bell
4013,"Birmingham, Alabama",Moe's Southwest Grill
4013,"Birmingham, Alabama",ChickfilA
4013,"Birmingham, Alabama",Church's Chicken
4013,"Birmingham, Alabama",Jersey Mike's Subs
4013,"Birmingham, Alabama",McDonald's
4013,"Birmingham, Alabama",Back Yard Burgers
4013,"Birmingham, Alabama",Sbarro
4013,"Birmingham, Alabama",McDonald's
4013,"Birmingham, Alabama",Subway
4013,"Birmingham, Alabama",Taco Bell
4013,"Birmingham, Alabama",Milo's Hamburgers
4013,"Birmingham, Alabama",Pizza Hut
4013,"Birmingham, Alabama",Full Moon Bar-B-Que
4013,"Birmingham, Alabama",Saigon Noodle House
4013,"Birmingham, Alabama",Sonic Drive-In
4013,"Birmingham, Alabama",Rallys
4013,"Birmingham, Alabama",Chick-fil-A
4013,"Birmingham, Alabama",Arby's
4013,"Birmingham, Alabama",KFC
4013,"Birmingham, Alabama",Hamburger Heaven
4013,"Birmingham, Alabama",Subway
4013,"Birmingham, Alabama",Which Wich
4013,"Birmingham, Alabama",Chick-fil-A
4013,"Birmingham, Alabama",Moe's Southwest Grill
4013,"Birmingham, Alabama",Captain D's Seafood Kitchen
4013,"Birmingham, Alabama",Chick-Fil-A
4013,"Birmingham, Alabama",Moes Southwest Grill
4013,"Birmingham, Alabama",Jason's Deli
4013,"Birmingham, Alabama",McDonald's
4013,"Birmingham, Alabama",Church's Chicken
4013,"Birmingham, Alabama",McDonalds
4013,"Birmingham, Alabama",Back Yard Burgers
4013,"Birmingham, Alabama",KFC
4013,"Birmingham, Alabama",Kfc
4013,"Birmingham, Alabama",Subway
4013,"Birmingham, Alabama",Panera Bread
4013,"Birmingham, Alabama",Chick-Fil-A
4013,"Birmingham, Alabama",Jimmy John's
4013,"Birmingham, Alabama",Dairy Queen
4013,"Birmingham, Alabama",Mafiaoza
4013,"Birmingham, Alabama",Gyro's Cafe
-265,"Boaz, Alabama",SUBWAY
-265,"Boaz, Alabama",Jack's
-265,"Boaz, Alabama",Captain D's Seafood
102,"Butler, Alabama",McDonald's
-1717,"Calera, Alabama",Jack's
-1717,"Calera, Alabama",Burger King
-1717,"Calera, Alabama",Subway
-1717,"Calera, Alabama",Waffle House
-1717,"Calera, Alabama",Pizza Hut
-186,"Centre, Alabama",McDonald's
-186,"Centre, Alabama",Sonic Drive-In
-186,"Centre, Alabama",Captain Ds
93,"Centreville, Alabama",KFC
93,"Centreville, Alabama",Jack's Family Restaurants
-1668,"Chelsea, Alabama",Domino's Pizza
120,"Childersburg, Alabama",Taco Bell
30,"Citronelle, Alabama",SUBWAY
-371,"Clanton, Alabama",Pizza Hut
-371,"Clanton, Alabama",Wendy's
-371,"Clanton, Alabama",Domino's Pizza
-371,"Clanton, Alabama",Dairy Queen
-9,"Collinsville, Alabama",Jack's
-9,"Collinsville, Alabama",Jack's Family Restaurants
-7,"Columbia, Alabama",Krispy Krunchy Chicken
-1607,"Cullman, Alabama",Burger King
-1607,"Cullman, Alabama",Panda Express
-1607,"Cullman, Alabama",Subway
-1607,"Cullman, Alabama",Jimmy John's
-1607,"Cullman, Alabama",Rally's
-1607,"Cullman, Alabama",Jack's
-1607,"Cullman, Alabama",Subway
-1607,"Cullman, Alabama",Jack's Family Restaurants
-1607,"Cullman, Alabama",Sonic Drive-In
-1607,"Cullman, Alabama",Captain D's Seafood
-61,"Daleville, Alabama",Pizza Hut
-61,"Daleville, Alabama",Best Burger
-61,"Daleville, Alabama",Subway
-2858,"Daphne, Alabama",Moe's Southwest Grill
-2858,"Daphne, Alabama",Firehouse Subs
-2858,"Daphne, Alabama",Chick-Fil-A
-2858,"Daphne, Alabama",Popeyes Louisiana Kitchen
-2858,"Daphne, Alabama",McDonald's
-2858,"Daphne, Alabama",SUBWAY
-2858,"Daphne, Alabama",Teak House
-2858,"Daphne, Alabama",KFC
-376,"Decatur, Alabama",Dominos Pizza
-376,"Decatur, Alabama",Subway
-376,"Decatur, Alabama",Alfonsos Pizza
-376,"Decatur, Alabama",Popeye's Louisiana Kitchen
-376,"Decatur, Alabama",Moe's Southwest Grill
-376,"Decatur, Alabama",Pizza Hut
-376,"Decatur, Alabama",Steak 'n Shake
-376,"Decatur, Alabama",DQ Grill Chill
-376,"Decatur, Alabama",Wings To Go
-376,"Decatur, Alabama",Ocharleys
-376,"Decatur, Alabama",Five Guys Burgers Fries
-376,"Decatur, Alabama",Alfonso's Pizza Italian Restaurant
-376,"Decatur, Alabama",Chick-fil-A
-376,"Decatur, Alabama",Dairy Queen Grill Chill
-376,"Decatur, Alabama",Krystal
-376,"Decatur, Alabama",Jack's
-376,"Decatur, Alabama",Firehouse Subs
-376,"Decatur, Alabama",McDonalds
-376,"Decatur, Alabama",Jack's Family Restaurants
-376,"Decatur, Alabama",Subway
335,"Demopolis, Alabama",Jack's Family Restaurants
41,"Dora, Alabama",McDonald's
41,"Dora, Alabama",Jack's Family Restaurants
-210,"Dothan, Alabama",Pizza Hut
-210,"Dothan, Alabama",China Star Chinese Restaurant
-210,"Dothan, Alabama",Wendy's
-210,"Dothan, Alabama",SONIC Drive-In
-210,"Dothan, Alabama",Pizza Hut
-210,"Dothan, Alabama",Five Guys Burgers Fries
-210,"Dothan, Alabama",Krispy Krunchy Chicken
-210,"Dothan, Alabama",Dunkin' Donuts
-210,"Dothan, Alabama",Burger King
-210,"Dothan, Alabama",Hardee's
-210,"Dothan, Alabama",Checkers
-210,"Dothan, Alabama",SONIC Drive In
-210,"Dothan, Alabama",Sonic Drive-In
-210,"Dothan, Alabama",Fox's Pizza Den
-210,"Dothan, Alabama",Full Moon Bar B Que
-210,"Dothan, Alabama",Moe's Southwest Grill
-210,"Dothan, Alabama",Checkers
-210,"Dothan, Alabama",Hunt's Seafood Restaurant Oyster Bar
-210,"Dothan, Alabama",Panera Bread
-210,"Dothan, Alabama",Sonic Drive-In
-210,"Dothan, Alabama",Mcalister's Deli
-210,"Dothan, Alabama",Sonic Drive-In
-210,"Dothan, Alabama",Waffle House
-1574,"Enterprise, Alabama",Panera Bread
-1574,"Enterprise, Alabama",Popeye's Louisiana Kitchen
-1574,"Enterprise, Alabama",KFC
-1574,"Enterprise, Alabama",Pizza Hut
-1574,"Enterprise, Alabama",Panda Express
-1574,"Enterprise, Alabama",Subway
440,"Eufaula, Alabama",Krispy Krunchy Chicken
440,"Eufaula, Alabama",Church's Chicken
160,"Evergreen, Alabama",Waffle House
430,"Fairfield, Alabama",Captain D's Seafood
-2510,"Fairhope, Alabama",Hardee's
-2510,"Fairhope, Alabama",Sonic Drive-In
-2510,"Fairhope, Alabama",Firehouse Subs
-2510,"Fairhope, Alabama",Sonic Drive-In
-2510,"Fairhope, Alabama",Sunflower Cafe
-2510,"Fairhope, Alabama",Subway
-8,"Falkville, Alabama",Dairy Queen
154,"Fayette, Alabama",Pizza Hut
15,"Flomaton, Alabama",McDonald's
-2263,"Florence, Alabama",Captain D's Seafood
-2263,"Florence, Alabama",Subway
-2263,"Florence, Alabama",Jack's
-2263,"Florence, Alabama",Jimmy John's
-2263,"Florence, Alabama",KFC
-2263,"Florence, Alabama",KFC
-2263,"Florence, Alabama",Wok N Roll
-2263,"Florence, Alabama",Burger King
-2263,"Florence, Alabama",Bojangles' Famous Chicken 'n Biscuits
-2263,"Florence, Alabama",Captain Ds
-4387,"Foley, Alabama",SUBWAY
-4387,"Foley, Alabama",Krispy Krunchy Chicken
-4387,"Foley, Alabama",El Paso Mexican Grill
-4387,"Foley, Alabama",KFC
-4387,"Foley, Alabama",SUBWAY
-4387,"Foley, Alabama",Dairy Queen Grill Chill
-4387,"Foley, Alabama",Popeyes Louisiana Kitchen
-4387,"Foley, Alabama",Mellow Mushroom
-4387,"Foley, Alabama",Wendy's
-83,"Fort Payne, Alabama",Jack's Family Restaurants
-83,"Fort Payne, Alabama",Taco Bell
-83,"Fort Payne, Alabama",Zaxby's
257,"Fultondale, Alabama",Full Moon Bar-B-Que
257,"Fultondale, Alabama",Hardee's
257,"Fultondale, Alabama",Zaxby's
-3,"Fyffe, Alabama",Jack's Family Restaurants
699,"Gadsden, Alabama",Waffle House
699,"Gadsden, Alabama",Kfc
699,"Gadsden, Alabama",Church's Chicken
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Jack's Family Restaurants
699,"Gadsden, Alabama",Subway
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Pizza Hut
699,"Gadsden, Alabama",McDonald's
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Jack's
699,"Gadsden, Alabama",Burger King
699,"Gadsden, Alabama",Jack's Family Restaurants
699,"Gadsden, Alabama",Popeye's Louisiana Kitchen
699,"Gadsden, Alabama",Chick-Fil-A
699,"Gadsden, Alabama",Sonic Drive-In
699,"Gadsden, Alabama",Burger King
699,"Gadsden, Alabama",Chick-Fil-A
699,"Gadsden, Alabama",SUBWAY
-83,"Gardendale, Alabama",Pizza Hut
-83,"Gardendale, Alabama",Sonic Drive-In
-83,"Gardendale, Alabama",McDonald's
23,"Geneva, Alabama",Kfc
343,"Greenville, Alabama",Waffle House
343,"Greenville, Alabama",Taco Bell
343,"Greenville, Alabama",Pizza Hut
343,"Greenville, Alabama",Bates House Of Turkey Inc
343,"Greenville, Alabama",Bates House Of Turkey Inc
79,"Grove Hill, Alabama",Pizza Pro
45,"Guin, Alabama",Jack's
-1710,"Gulf Shores, Alabama",Domino's Pizza
-1710,"Gulf Shores, Alabama",Gulf Island Grill
-1710,"Gulf Shores, Alabama",Gulf Shores Diner
-1710,"Gulf Shores, Alabama",Happy Harbor Oyster Bay
-1710,"Gulf Shores, Alabama",Sassy Bass Market Place
-1710,"Gulf Shores, Alabama",King Neptune's Seafood Restaurant
-1710,"Gulf Shores, Alabama",Arbys
-481,"Guntersville, Alabama",Taco Bell
-481,"Guntersville, Alabama",Dairy Queen
60,"Haleyville, Alabama",Taco Bell
60,"Haleyville, Alabama",Jack's
113,"Hamilton, Alabama",Pizza Hut
-113,"Hanceville, Alabama",Carina's Pizza & Grill
-113,"Hanceville, Alabama",Dairy Queen Grill & Chill
-113,"Hanceville, Alabama",Pizza Hut
-113,"Hanceville, Alabama",Dairy Queen
-113,"Hanceville, Alabama",Subway
-113,"Hanceville, Alabama",Jack's
-365,"Headland, Alabama",Pizza Hut
-365,"Headland, Alabama",Hot Dog Shop
-1162,"Helena, Alabama",Marco's Pizza
-1162,"Helena, Alabama",Home Plate Cooking
-24,"Holly Pond, Alabama",Jack's
-10444,"Huntsville, Alabama",Waffle House
-10444,"Huntsville, Alabama",Rolands Cajun Catering
-10444,"Huntsville, Alabama",Popeye's Louisiana Kitchen
-10444,"Huntsville, Alabama",Hardee's
-10444,"Huntsville, Alabama",Dairy Queen
-10444,"Huntsville, Alabama",Jersey Mike's Subs
-10444,"Huntsville, Alabama",Terrys Pizza
-10444,"Huntsville, Alabama",Jack's
-10444,"Huntsville, Alabama",Subway
-10444,"Huntsville, Alabama",Cook-Out
-10444,"Huntsville, Alabama",Checkers
-10444,"Huntsville, Alabama",Wings To Go
-10444,"Huntsville, Alabama",McAlister's Deli
-10444,"Huntsville, Alabama",Taco Bell
-10444,"Huntsville, Alabama",Island Soul
-10444,"Huntsville, Alabama",Burger King
-10444,"Huntsville, Alabama",Pizza Hut
-10444,"Huntsville, Alabama",Subway
-10444,"Huntsville, Alabama",Jason's Deli
-10444,"Huntsville, Alabama",Jack's Family Restaurants
-10444,"Huntsville, Alabama",Sonic Drive-In
-10444,"Huntsville, Alabama",Nothing But Noodles
-10444,"Huntsville, Alabama",McAlister's Deli
-10444,"Huntsville, Alabama",Jimmy John's
-10444,"Huntsville, Alabama",Charleys Philly Steaks
-10444,"Huntsville, Alabama",Dinners Delivery
-10444,"Huntsville, Alabama",McDonald's
-10444,"Huntsville, Alabama",Quiznos
-10444,"Huntsville, Alabama",Shaggy's Burgers Tacos
-10444,"Huntsville, Alabama",Checkers
-10444,"Huntsville, Alabama",Jack's
220,"Jackson, Alabama",Pizza Hut
-294,"Jacksonville, Alabama",Domino's Pizza
-294,"Jacksonville, Alabama",Pizza Hut
-294,"Jacksonville, Alabama",Jack's
-294,"Jacksonville, Alabama",Cook Out
-294,"Jacksonville, Alabama",Subway
-294,"Jacksonville, Alabama",Quiznos
137,"Jasper, Alabama",Captain Ds
137,"Jasper, Alabama",Domino's Pizza
137,"Jasper, Alabama",Jack's Family Restaurants
137,"Jasper, Alabama",Dairy Queen
137,"Jasper, Alabama",Guthries
137,"Jasper, Alabama",Krispy Krunchy Chicken
137,"Jasper, Alabama",Jack's Family Restaurants
137,"Jasper, Alabama",Jack's Family Restaurants
137,"Jasper, Alabama",Dairy Queen
218,"Lanett, Alabama",Sonic Drive-In
-81,"Leeds, Alabama",Waffle House
-81,"Leeds, Alabama",Kfc
-81,"Leeds, Alabama",Auntie Anne's Soft Pretzels
-81,"Leeds, Alabama",Chick-fil-A
-661,"Lincoln, Alabama",KFC
283,"Livingston, Alabama",Sonic Drive-In
283,"Livingston, Alabama",Pizza Hut
283,"Livingston, Alabama",McDonald's
-1056,"Loxley, Alabama",Dairy Queen
-3886,"Madison, Alabama",Moe's Southwest Grill
-3886,"Madison, Alabama",Tenders Inc
-3886,"Madison, Alabama",Edo Japanese Restaurant
-3886,"Madison, Alabama",Gyro Uno
-3886,"Madison, Alabama",Wendy's
-3886,"Madison, Alabama",Firehouse Subs
-3886,"Madison, Alabama",Hardee's
-3886,"Madison, Alabama",Edo Japanese Restaurant
-3886,"Madison, Alabama",Zaxby's
-3886,"Madison, Alabama",KFC
-3886,"Madison, Alabama",Domino's Pizza
-3886,"Madison, Alabama",Panera Bread
-3886,"Madison, Alabama",Pizza Hut
-5,"Maplesville, Alabama",Subway
-806,"Millbrook, Alabama",Jacks
-806,"Millbrook, Alabama",Jack's Family Restaurants
4448,"Mobile, Alabama",Sonic Drive-In
4448,"Mobile, Alabama",Sonic Drive-In
4448,"Mobile, Alabama",Checkers
4448,"Mobile, Alabama",Burger King
4448,"Mobile, Alabama",Church's Chicken
4448,"Mobile, Alabama",KFC
4448,"Mobile, Alabama",Whataburger
4448,"Mobile, Alabama",Pie Five Pizza
4448,"Mobile, Alabama",Moe's Southwest Grill
4448,"Mobile, Alabama",Church's Chicken
4448,"Mobile, Alabama",Mellow Mushroom
4448,"Mobile, Alabama",McDonald's
4448,"Mobile, Alabama",Moe's Southwest Grill
4448,"Mobile, Alabama",Arby's
4448,"Mobile, Alabama",Burger King
4448,"Mobile, Alabama",McDonald's
4448,"Mobile, Alabama",Firehouse Subs
4448,"Mobile, Alabama",Waffle House
4448,"Mobile, Alabama",Bangkok Thai Cuisine
4448,"Mobile, Alabama",Whataburger
4448,"Mobile, Alabama",Panera Bread
4448,"Mobile, Alabama",Waffle House
4448,"Mobile, Alabama",Five Guys
4448,"Mobile, Alabama",Chipotle Mexican Grill
225,"Monroeville, Alabama",McDonald's
-481,"Montevallo, Alabama",Zapopan Mexican Restaurant
5304,"Montgomery, Alabama",Pizza Hut
5304,"Montgomery, Alabama",SUBWAY
5304,"Montgomery, Alabama",Pizza Hut
5304,"Montgomery, Alabama",Tenda Chick
5304,"Montgomery, Alabama",McDonald's
5304,"Montgomery, Alabama",Destin Connection Seafood Market
5304,"Montgomery, Alabama",Chick-fil-A
5304,"Montgomery, Alabama",Panera Bread
5304,"Montgomery, Alabama",Waffle House
5304,"Montgomery, Alabama",Wendy's
5304,"Montgomery, Alabama",Church's Chicken
5304,"Montgomery, Alabama",Jd Seafood Bistro
5304,"Montgomery, Alabama",SONIC Drive In
5304,"Montgomery, Alabama",McDonald's
5304,"Montgomery, Alabama",SUBWAY
5304,"Montgomery, Alabama",Burger King
5304,"Montgomery, Alabama",Burger King
5304,"Montgomery, Alabama",Pizza Hut
5304,"Montgomery, Alabama",Waffle House
5304,"Montgomery, Alabama",KFC
5304,"Montgomery, Alabama",Panera Bread
5304,"Montgomery, Alabama",Five Guys
5304,"Montgomery, Alabama",McDonald's
5304,"Montgomery, Alabama",Five Guys
5304,"Montgomery, Alabama",Sonic Drive-In
5304,"Montgomery, Alabama",Tropical Smoothie Cafe
5304,"Montgomery, Alabama",Church's Chicken
5304,"Montgomery, Alabama",Krystal
-911,"Muscle Shoals, Alabama",Arby's
-911,"Muscle Shoals, Alabama",Subway
-911,"Muscle Shoals, Alabama",Stanfield's Steakhouse
-911,"Muscle Shoals, Alabama",SUBWAY
-911,"Muscle Shoals, Alabama",Stanfields Steak House
83,"Northport, Alabama",Mcalister's Deli
83,"Northport, Alabama",Taco CASA
83,"Northport, Alabama",Popeyes Louisiana Kitchen
83,"Northport, Alabama",Chipotle Mexican Grill
83,"Northport, Alabama",Hardee's
83,"Northport, Alabama",Sonic Drive-In
-57,"Oneonta, Alabama",Pizza Hut
-57,"Oneonta, Alabama",Taco Bell
-57,"Oneonta, Alabama",Dairy Queen
-57,"Oneonta, Alabama",Kfc
-2558,"Opelika, Alabama",Jersey Mike's Subs
-2558,"Opelika, Alabama",Chipotle Mexican Grill
-2558,"Opelika, Alabama",Moe's Southwest Grill
-2558,"Opelika, Alabama",Waffle House
-2558,"Opelika, Alabama",KFC
-2558,"Opelika, Alabama",Moe's Southwest Grill
-2558,"Opelika, Alabama",Jersey Mike's Subs
-2558,"Opelika, Alabama",Burger King
-2558,"Opelika, Alabama",Jack's Family Restaurants
10,"Opp, Alabama",Burger King
-439,"Orange Beach, Alabama",The Gulf
-315,"Owens Cross Roads, Alabama",Subway
-315,"Owens Cross Roads, Alabama",Subway
13,"Oxford, Alabama",KFC
13,"Oxford, Alabama",Pizza Hut
13,"Oxford, Alabama",Jack's
13,"Oxford, Alabama",Jack's
13,"Oxford, Alabama",Panera Bread
13,"Oxford, Alabama",Domino's Pizza
13,"Oxford, Alabama",McAlister's Deli
13,"Oxford, Alabama",KFC
13,"Oxford, Alabama",Moe's Southwest Grill
13,"Oxford, Alabama",Waffle House
13,"Oxford, Alabama",Panda Express
20,"Ozark, Alabama",Subway
20,"Ozark, Alabama",Kentucky Fried Chicken
-954,"Pelham, Alabama",Dunkin' Donuts
-954,"Pelham, Alabama",Popeyes Chicken Biscuits
-954,"Pelham, Alabama",McAlister's Deli
-954,"Pelham, Alabama",Krispy Krunchy Chicken
-954,"Pelham, Alabama",Burger King
-990,"Pell City, Alabama",Pizza Hut
-990,"Pell City, Alabama",Taco Bell
-990,"Pell City, Alabama",Arby's
-990,"Pell City, Alabama",SUBWAY
-990,"Pell City, Alabama",New China
368,"Phenix City, Alabama",McDonald's
368,"Phenix City, Alabama",Chick-Fil-A
368,"Phenix City, Alabama",China Lin
368,"Phenix City, Alabama",China Lin
368,"Phenix City, Alabama",Burger King
368,"Phenix City, Alabama",Church's Chicken
84,"Piedmont, Alabama",Taco Bell
84,"Piedmont, Alabama",Jack's
84,"Piedmont, Alabama",Simple Simon's Pizza
198,"Pinson, Alabama",McDonald's
198,"Pinson, Alabama",McDonald's
-1569,"Prattville, Alabama",KFC
-1569,"Prattville, Alabama",McDonald's
-1569,"Prattville, Alabama",McAlisters Deli
-1569,"Prattville, Alabama",Panera Bread
-1569,"Prattville, Alabama",Hardee's
-1569,"Prattville, Alabama",Sonic Drive-In
-1569,"Prattville, Alabama",Jim's Restaurant Inc
-1569,"Prattville, Alabama",Hardees
-1569,"Prattville, Alabama",Moes Southwest Grill
-118,"Rainbow City, Alabama",Pizza Hut
-118,"Rainbow City, Alabama",Quiznos
-118,"Rainbow City, Alabama",Quiznos
-118,"Rainbow City, Alabama",Dairy Queen
-249,"Rainsville, Alabama",Sonic Drive-In
-249,"Rainsville, Alabama",Subway
-249,"Rainsville, Alabama",Burger King
-249,"Rainsville, Alabama",Pizza Hut
-249,"Rainsville, Alabama",Hardee's
52,"Red Bay, Alabama",Jack's Family Restaurants
62,"Reform, Alabama",Jack's Family Restaurants
-75,"Roanoke, Alabama",Big Boys
143,"Russellville, Alabama",Wing Street
-207,"Saraland, Alabama",KFC
-207,"Saraland, Alabama",Waffle House
-207,"Saraland, Alabama",Popeyes Louisiana Kitchen
-207,"Saraland, Alabama",McDonald's
-207,"Saraland, Alabama",Krystal
-207,"Saraland, Alabama",Pizza Hut
-207,"Saraland, Alabama",Church's Chicken
-272,"Scottsboro, Alabama",Taco Bell
-272,"Scottsboro, Alabama",Burger King
-272,"Scottsboro, Alabama",Arby's
-272,"Scottsboro, Alabama",SONIC Drive In
1299,"Selma, Alabama",KFC
1299,"Selma, Alabama",Tally-Ho Restaurant
1299,"Selma, Alabama",Sonic Drive-In
1299,"Selma, Alabama",Popeyes Louisiana Kitchen
1299,"Selma, Alabama",Lannie's Bar-B-Q Spot
24,"Shorter, Alabama",McDonald's
-19,"Somerville, Alabama",Krispy Krunchy Chicken
-861,"Spanish Fort, Alabama",Moe's Southwest Grill
53,"Sumiton, Alabama",Subway
-119,"Summerdale, Alabama",Krispy Krunchy Chicken
350,"Sylacauga, Alabama",Pizza Hut
350,"Sylacauga, Alabama",Hardee's/red Burrito
350,"Sylacauga, Alabama",KFC
350,"Sylacauga, Alabama",Sonic Drive-In
350,"Sylacauga, Alabama",Jack's Family Restaurants
350,"Sylacauga, Alabama",Sonic Drive-In
1080,"Talladega, Alabama",Pizza Hut
1080,"Talladega, Alabama",Burger King
1080,"Talladega, Alabama",Krispy Krunchy Chicken
1080,"Talladega, Alabama",Sonic Drive-In
38,"Tallassee, Alabama",Pizza Hut
-96,"Troy, Alabama",Subway
-96,"Troy, Alabama",Chick-Fil-A
-96,"Troy, Alabama",Pizza Hut
-96,"Troy, Alabama",Burger King
-96,"Troy, Alabama",Krystal
-11710,"Tuscaloosa, Alabama",Taco CASA
-11710,"Tuscaloosa, Alabama",Krispy Kreme
-11710,"Tuscaloosa, Alabama",Whataburger
-11710,"Tuscaloosa, Alabama",Pizza Hut
-11710,"Tuscaloosa, Alabama",Checkers
-11710,"Tuscaloosa, Alabama",Waffle House
-11710,"Tuscaloosa, Alabama",Chipotle Mexican Grill
-11710,"Tuscaloosa, Alabama",Buffet City
-11710,"Tuscaloosa, Alabama",Moe's Southwest Grill
-11710,"Tuscaloosa, Alabama",SONIC Drive-In
-11710,"Tuscaloosa, Alabama",Jimmy John's
-11710,"Tuscaloosa, Alabama",Pizza Hut
-11710,"Tuscaloosa, Alabama",Dreamland Bar B Que
-11710,"Tuscaloosa, Alabama",Church's Chicken
-11710,"Tuscaloosa, Alabama",KFC
-11710,"Tuscaloosa, Alabama",Moe's Southwest Grill
-11710,"Tuscaloosa, Alabama",Mcalister's Deli
-11710,"Tuscaloosa, Alabama",Mooyah
-11710,"Tuscaloosa, Alabama",Domino's Pizza
-11710,"Tuscaloosa, Alabama",Freddy's Frozen Custard Steakburgers
-11710,"Tuscaloosa, Alabama",Burger King
-11710,"Tuscaloosa, Alabama",Domino's Pizza
