popChange_2020_to_2023,city_state,name
-18702,"Tampa, Florida",Burger King
-18702,"Tampa, Florida",Panera Bread
-18702,"Tampa, Florida",Pizza Hut
-18702,"Tampa, Florida",Wendy's
-18702,"Tampa, Florida",Dairy Queen
-18702,"Tampa, Florida",Dunkin Donuts
-18702,"Tampa, Florida",Chipotle Mexican Grill
-18702,"Tampa, Florida",McDonald's
-18702,"Tampa, Florida",Taco Bell
-18702,"Tampa, Florida",Wing King Of Fletcher
-18702,"Tampa, Florida",Rick's on the River
-18702,"Tampa, Florida",McDonalds
-18702,"Tampa, Florida",Arby's
-18702,"Tampa, Florida",Moe's Southwest Grill
-18702,"Tampa, Florida",Ricks on the River
-18702,"Tampa, Florida",Arby's
-18702,"Tampa, Florida",SUBWAY
-737,"Tarpon Springs, Florida",Eco-Bean Organic Coffee House
-737,"Tarpon Springs, Florida",KFC
-882,"Titusville, Florida",McDonald's
-882,"Titusville, Florida",Subway
-882,"Titusville, Florida",McDonald's
-149,"Umatilla, Florida",McDonald's
-2685,"Venice, Florida",McDonalds
-2685,"Venice, Florida",KFC
-2685,"Venice, Florida",McDonald's
-2685,"Venice, Florida",Panera Bread
-2685,"Venice, Florida",Yo Fresh Yogurt Cafe
-953,"Vero Beach, Florida",Burger King
-953,"Vero Beach, Florida",Steak 'n Shake
-953,"Vero Beach, Florida",Arby's
-953,"Vero Beach, Florida",McDonald's
-953,"Vero Beach, Florida",McDonald's
-953,"Vero Beach, Florida",Ay Jalisco
27,"Waldo, Florida",Wendy's
-45,"Wauchula, Florida",Pizza Hut
-45,"Wauchula, Florida",Pizza Hut
-45,"Wauchula, Florida",Sonic Drive-In
-45,"Wauchula, Florida",KFC
-6808,"West Palm Beach, Florida",Taco Bell
-6808,"West Palm Beach, Florida",Cheetah Palm Beach
-6808,"West Palm Beach, Florida",Dunkin' Donuts
-6808,"West Palm Beach, Florida",Dunkin Donuts
-6808,"West Palm Beach, Florida",Boston Market
-6808,"West Palm Beach, Florida",China City Garden Take Out
-6808,"West Palm Beach, Florida",KFC
-6808,"West Palm Beach, Florida",Pizza Hut
-6808,"West Palm Beach, Florida",KFC
-6808,"West Palm Beach, Florida",Subway
-6808,"West Palm Beach, Florida",Arby's
-6808,"West Palm Beach, Florida",Wendy's
-6808,"West Palm Beach, Florida",Popeyes Louisiana Kitchen
-6808,"West Palm Beach, Florida",Subway
-6808,"West Palm Beach, Florida",Wendy's
-6808,"West Palm Beach, Florida",McDonalds
-6808,"West Palm Beach, Florida",Dunkin Donuts
-6808,"West Palm Beach, Florida",Bud's Chicken & Seafood
-6808,"West Palm Beach, Florida",Dunkin' Donuts
-6808,"West Palm Beach, Florida",Dunkin' Donuts
-6808,"West Palm Beach, Florida",Wendy's
-6808,"West Palm Beach, Florida",SUBWAY
-6808,"West Palm Beach, Florida",Fon Lee Chinese Take Out
-6808,"West Palm Beach, Florida",Dominos Pizza
-6808,"West Palm Beach, Florida",Bolay - West Palm Beach
-6808,"West Palm Beach, Florida",Arby's
-6808,"West Palm Beach, Florida",Taco Bell
-6808,"West Palm Beach, Florida",China Sea
-6808,"West Palm Beach, Florida",Arby's
-6808,"West Palm Beach, Florida",Jon Smith Subs
-6808,"West Palm Beach, Florida",Burger King
-6808,"West Palm Beach, Florida",Panera Bread
-2857,"Wildwood, Florida",Continental Country Club
-2857,"Wildwood, Florida",Taco Bell
-2857,"Wildwood, Florida",Burger King
-229,"Williston, Florida",McDonald's
96,"Winter Garden, Florida",Jersey Mike's Subs
-6879,"Winter Haven, Florida",Taco Bell
-6879,"Winter Haven, Florida",SUBWAY
-6879,"Winter Haven, Florida",KFC
-6879,"Winter Haven, Florida",McDonald's
-6879,"Winter Haven, Florida",Dunkin Donuts/baskinrobbins
-6879,"Winter Haven, Florida",Jersey Mike's Subs
-6879,"Winter Haven, Florida",Eddie's Chinese Take Out
-6879,"Winter Haven, Florida",Pizza Hut
-6879,"Winter Haven, Florida",Panera Bread
-6879,"Winter Haven, Florida",Moe's Southwest Grill
-6879,"Winter Haven, Florida",Dino's Drive In
-6879,"Winter Haven, Florida",Popeye's Louisiana Kitchen
-6879,"Winter Haven, Florida",SUBWAY
-6879,"Winter Haven, Florida",Anf Gyros Grill
-89,"Winter Park, Florida",Taco Bell
-89,"Winter Park, Florida",Taco Bell
-89,"Winter Park, Florida",Chick-fil-A
-89,"Winter Park, Florida",Subway
-89,"Winter Park, Florida",Moe's Southwest Grill
-611,"Winter Springs, Florida",Arby's
-611,"Winter Springs, Florida",Taco Bell
-611,"Winter Springs, Florida",Arby's
-611,"Winter Springs, Florida",Domino's Pizza
-3696,"Zephyrhills, Florida",Pizza Hut
85,"Acworth, Georgia",Burger King
85,"Acworth, Georgia",Krystal
85,"Acworth, Georgia",Arby's
85,"Acworth, Georgia",Taco Bell
85,"Acworth, Georgia",Chick-Fil-A
85,"Acworth, Georgia",McDonald's
85,"Acworth, Georgia",Hardees Red Burrito
-179,"Adairsville, Georgia",Hardee's
-179,"Adairsville, Georgia",McDonald's
-179,"Adairsville, Georgia",Taco Bell
-179,"Adairsville, Georgia",Burger King
-125,"Adel, Georgia",Taco Bell
2775,"Albany, Georgia",Waffle House
2775,"Albany, Georgia",Wendy's
2775,"Albany, Georgia",Chick-fil-A
2775,"Albany, Georgia",Panera Bread
2775,"Albany, Georgia",Chick-fil-A
2775,"Albany, Georgia",Arby's
2775,"Albany, Georgia",Arby's
2775,"Albany, Georgia",SUBWAY
2775,"Albany, Georgia",Subway
2775,"Albany, Georgia",McDonald's
2775,"Albany, Georgia",Subway
2775,"Albany, Georgia",Burger King
-1243,"Alpharetta, Georgia",McDonald's
-1243,"Alpharetta, Georgia",Back Yard Burgers
-1243,"Alpharetta, Georgia",McDonald's
-1243,"Alpharetta, Georgia",Wendy's
-1243,"Alpharetta, Georgia",Waffle House
-1243,"Alpharetta, Georgia",Taco Bell
-1243,"Alpharetta, Georgia",KFC
-27,"Alto, Georgia",Dairy Queen
534,"Americus, Georgia",McDonald's
534,"Americus, Georgia",Dominos Pizza
534,"Americus, Georgia",Churchs Chicken
534,"Americus, Georgia",Taco Bell
94,"Ashburn, Georgia",Dairy Queen Grill Chill
-12087,"Atlanta, Georgia",Dairy Queen
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Dairy Queen
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Subway
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Dairy Queen
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Dairy Queen
-12087,"Atlanta, Georgia",Pizza Hut
-12087,"Atlanta, Georgia",Chick-fil-A
-12087,"Atlanta, Georgia",Moe's Southwest Grill
-12087,"Atlanta, Georgia",Checkers
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Quiznos
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Burger King
-12087,"Atlanta, Georgia",Dairy Queen
-12087,"Atlanta, Georgia",KFC - Kentucky Fried Chicken
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Krystal
-12087,"Atlanta, Georgia",Arby's
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Chick-fil-A
-12087,"Atlanta, Georgia",Church's Chicken
-12087,"Atlanta, Georgia",Krystal
-12087,"Atlanta, Georgia",Checker's Drive In Restaurant
-12087,"Atlanta, Georgia",Dunkin' Donuts
-12087,"Atlanta, Georgia",Maki Fresh
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Papa John's Pizza
-12087,"Atlanta, Georgia",Pizza Hut
-12087,"Atlanta, Georgia",Subway
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",KFC
-12087,"Atlanta, Georgia",Chick-fil-A
-12087,"Atlanta, Georgia",Taco Bell
-12087,"Atlanta, Georgia",Wendys
-12087,"Atlanta, Georgia",Checkers
-12087,"Atlanta, Georgia",Pizza Hut
-12087,"Atlanta, Georgia",Taco Bell
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Wendy's
-12087,"Atlanta, Georgia",Chick-fil-A
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Great Wraps
-12087,"Atlanta, Georgia",McDonald's
-12087,"Atlanta, Georgia",Subway
-12087,"Atlanta, Georgia",Jimmy Johns
-12087,"Atlanta, Georgia",Chipotle Mexican Grill
-12087,"Atlanta, Georgia",Taco Bell
-2195,"Auburn, Georgia",Subway
-289,"Austell, Georgia",Chick-Fil-A
-289,"Austell, Georgia",Steak 'n Shake
-289,"Austell, Georgia",McDonald's
43,"Avondale Estates, Georgia",Skips Chicago Dogs
83,"Bainbridge, Georgia",Dairy Queen Grill & Chill
-208,"Barnesville, Georgia",Dairy Queen
-208,"Barnesville, Georgia",McDonald's
-208,"Barnesville, Georgia",Hardee's
45,"Baxley, Georgia",McDonald's
45,"Baxley, Georgia",McDonald's
155,"Blakely, Georgia",McDonald's
155,"Blakely, Georgia",Dairy Queen
21,"Blue Ridge, Georgia",Arby's
21,"Blue Ridge, Georgia",Arby's
-72,"Bogart, Georgia",Waffle House
-54,"Bowdon, Georgia",Subway
-365,"Brooklet, Georgia",Huddle House
-190,"Brunswick, Georgia",Krystal
-190,"Brunswick, Georgia",Chick-fil-A
-1144,"Buford, Georgia",Chick-fil-A
-1144,"Buford, Georgia",McDonald's
-1144,"Buford, Georgia",McDonald's
-1144,"Buford, Georgia",McDonald's
-1144,"Buford, Georgia",McDonald's
-1144,"Buford, Georgia",KFC
-1144,"Buford, Georgia",Steak N Shake
-434,"Byron, Georgia",Waffle House
176,"Cairo, Georgia",Taco Bell
-1929,"Calhoun, Georgia",McDonald's
-1929,"Calhoun, Georgia",Pizza Hut
-1929,"Calhoun, Georgia",McDonald's
-3901,"Canton, Georgia",Wendy's
-3901,"Canton, Georgia",Domino's Pizza
-3901,"Canton, Georgia",Chick-fil-A
-3901,"Canton, Georgia",McDonald's
-965,"Carrollton, Georgia",McDonald's
-965,"Carrollton, Georgia",Burger King
-965,"Carrollton, Georgia",McDonald's
-1785,"Cartersville, Georgia",Moe's Southwest Grill
-1785,"Cartersville, Georgia",McDonald's
-1785,"Cartersville, Georgia",Chick-fil-A
-1785,"Cartersville, Georgia",Subway
-1785,"Cartersville, Georgia",Arby's
-1785,"Cartersville, Georgia",Chick-Fil-A
-1785,"Cartersville, Georgia",Subway
-1785,"Cartersville, Georgia",Waffle House
-111,"Cedartown, Georgia",McDonald's
-111,"Cedartown, Georgia",Taco Bell
-230,"Centerville, Georgia",Chick-fil-A
8,"Chatsworth, Georgia",Arby's
8,"Chatsworth, Georgia",Krystal
8,"Chatsworth, Georgia",Arby's
-228,"Clarkesville, Georgia",Subway
-228,"Clarkesville, Georgia",McDonald's
-72,"Clayton, Georgia",Dairy Queen
-72,"Clayton, Georgia",Wendy's
5042,"Columbus, Georgia",Jerry's Subs and Pizza
5042,"Columbus, Georgia",Wendy's
5042,"Columbus, Georgia",Jim Bob's Chicken Fingers
5042,"Columbus, Georgia",McDonald's
5042,"Columbus, Georgia",McDonald's
5042,"Columbus, Georgia",McDonald's
5042,"Columbus, Georgia",Einstein Bros Bagels
5042,"Columbus, Georgia",Taco Bell
5042,"Columbus, Georgia",Arby's
5042,"Columbus, Georgia",Captain D's
5042,"Columbus, Georgia",McDonalds
5042,"Columbus, Georgia",Taco Bell
-858,"Commerce, Georgia",Dairy Queen
-2193,"Conyers, Georgia",Taco Bell
-2193,"Conyers, Georgia",McDonald's
-2193,"Conyers, Georgia",Pizza Hut
-2193,"Conyers, Georgia",SONIC Drive In
-2193,"Conyers, Georgia",McDonald's
-2193,"Conyers, Georgia",Cozumel
-2193,"Conyers, Georgia",Subway
-2193,"Conyers, Georgia",Wendy's
371,"Cordele, Georgia",Sonic Drive-In
371,"Cordele, Georgia",Subway
371,"Cordele, Georgia",Krystal
-793,"Cornelia, Georgia",Wendy's
-793,"Cornelia, Georgia","Kadaydle's - Subs, Salads More"
-793,"Cornelia, Georgia",Taco Bell
-477,"Covington, Georgia",Checkers
-477,"Covington, Georgia",Bullritos
-477,"Covington, Georgia",SONIC Drive In
-477,"Covington, Georgia",Dairy Queen
-477,"Covington, Georgia",Captain D's
-477,"Covington, Georgia",Krystal
-477,"Covington, Georgia",McDonald's
-2146,"Cumming, Georgia",Krystal
-2146,"Cumming, Georgia",Subway
-2146,"Cumming, Georgia",Krystal
-2146,"Cumming, Georgia",McDonald's
-2146,"Cumming, Georgia",Blimpie
-2146,"Cumming, Georgia",Babas Gyro And Kabob
-2146,"Cumming, Georgia",Taco Bell
-2146,"Cumming, Georgia",McDonald's
-2146,"Cumming, Georgia",KFC
-782,"Dacula, Georgia",Wendys
-782,"Dacula, Georgia",Arby's
-59,"Dahlonega, Georgia",McDonald's
-932,"Dallas, Georgia",Taco Bell
-932,"Dallas, Georgia",Pizza Hut
-932,"Dallas, Georgia",Subway
-932,"Dallas, Georgia",Subway
-932,"Dallas, Georgia",McDonald's
-51,"Dalton, Georgia",Wendy's
-51,"Dalton, Georgia",Bojangles' Famous Chicken 'n Biscuits
-51,"Dalton, Georgia",Steak 'n Shake
-51,"Dalton, Georgia",Arby's
-51,"Dalton, Georgia",Domino's Pizza
-51,"Dalton, Georgia",Hardee's
-51,"Dalton, Georgia",Wendy's
-51,"Dalton, Georgia",Wendy's
-51,"Dalton, Georgia",McDonald's
-51,"Dalton, Georgia",Steak 'n Shake
-51,"Dalton, Georgia",Chick-fil-A
-51,"Dalton, Georgia",Taco Bell
-51,"Dalton, Georgia",Checkers
-51,"Dalton, Georgia",Krystal
-51,"Dalton, Georgia",Chick-Fil-A
-51,"Dalton, Georgia",Checkers
-51,"Dalton, Georgia",Cremo Drive-In
-51,"Dalton, Georgia",McDonald's
-218,"Darien, Georgia",SUBWAY
206,"Dawson, Georgia",Pizza Hut
-895,"Dawsonville, Georgia",McDonalds
-895,"Dawsonville, Georgia",Burger King
635,"Decatur, Georgia",Taco Bell
635,"Decatur, Georgia",McDonald's
635,"Decatur, Georgia",Krystal
635,"Decatur, Georgia",Captain D's
635,"Decatur, Georgia",Taco Bell
635,"Decatur, Georgia",Captain D's
635,"Decatur, Georgia",Krystal
635,"Decatur, Georgia",Bad Daddy's Burger Bar
-40,"Douglas, Georgia",Domino's Pizza
-4386,"Douglasville, Georgia",Subway
-4386,"Douglasville, Georgia",Wendy's
-4386,"Douglasville, Georgia",KFC
-4386,"Douglasville, Georgia",McDonald's
-4386,"Douglasville, Georgia",Sbarro
-4386,"Douglasville, Georgia",Steak 'n Shake
-4386,"Douglasville, Georgia",McDonald's
-4386,"Douglasville, Georgia",Krystal
-4386,"Douglasville, Georgia",Subway
68,"Dublin, Georgia",Wendy's
68,"Dublin, Georgia",Taco Bell
-478,"Duluth, Georgia",Steak 'n Shake
-478,"Duluth, Georgia",Chick-fil-A
-478,"Duluth, Georgia",Waffle House
-272,"Eatonton, Georgia",Subway
-144,"Elberton, Georgia",Dairy Queen
-144,"Elberton, Georgia",McDonald's
-79,"Ellijay, Georgia",McDonald's
-79,"Ellijay, Georgia",Krystal
-79,"Ellijay, Georgia",SONIC Drive In
-174,"Fairburn, Georgia",Wendy's
-1139,"Fayetteville, Georgia",Dairy Queen
-1139,"Fayetteville, Georgia",Chick-fil-A
-1139,"Fayetteville, Georgia",Zaxby's Chicken Fingers & Buffalo Wings
81,"Fitzgerald, Georgia",McDonald's
-2208,"Flowery Branch, Georgia",Waffle House
-2208,"Flowery Branch, Georgia",Domino's Pizza
-2208,"Flowery Branch, Georgia",McDonald's
-162,"Folkston, Georgia",McDonald's
455,"Forest Park, Georgia",Taco Bell
-393,"Forsyth, Georgia",Taco Bell
-393,"Forsyth, Georgia",Taco Bell
-249,"Fort Oglethorpe, Georgia",KFC
-80,"Fort Valley, Georgia",KFC
-4917,"Gainesville, Georgia",Chick-fil-A
-4917,"Gainesville, Georgia",Bojangles' Famous Chicken 'n Biscuits
-4917,"Gainesville, Georgia",Bojangles' Famous Chicken 'n Biscuits
-4917,"Gainesville, Georgia",Barberitos
-4917,"Gainesville, Georgia",Dairy Queen
-4917,"Gainesville, Georgia",Chick-fil-A
-4917,"Gainesville, Georgia",Sweet Magnolia's Cafe Bakery
-4917,"Gainesville, Georgia",McDonald's
-4917,"Gainesville, Georgia",McDonald's
-4917,"Gainesville, Georgia",Rallys
23,"Glennville, Georgia",Dairy Queen Grill Chill
-307,"Grayson, Georgia",Taco Bell
40,"Greensboro, Georgia",Subway
-538,"Griffin, Georgia",Wendy's
-538,"Griffin, Georgia",Taco Bell
-177,"Hartwell, Georgia",Burger King
-177,"Hartwell, Georgia",McDonald's
-110,"Hawkinsville, Georgia",McDonald's
-110,"Hawkinsville, Georgia",McDonald's
13,"Hephzibah, Georgia",Subway
13,"Hephzibah, Georgia",Taco Bell
-18,"Hiawassee, Georgia",Subway
-1292,"Hinesville, Georgia",Arby's
-1292,"Hinesville, Georgia",McDonald's
-1292,"Hinesville, Georgia",McDonald's
-1292,"Hinesville, Georgia",Wendy's
-428,"Hiram, Georgia",Steak 'n Shake
-428,"Hiram, Georgia",Bojangles' Famous Chicken 'n Biscuits
-428,"Hiram, Georgia",Bojangles
15,"Homerville, Georgia",Dairy Queen Grill Chill
-877,"Jasper, Georgia",Burger King
-877,"Jasper, Georgia",Bojangles Famous Chicken n Biscuits
-877,"Jasper, Georgia",McDonald's
-877,"Jasper, Georgia",McDonald's
-140,"Jonesboro, Georgia",Waffle House
-140,"Jonesboro, Georgia",Subway
-140,"Jonesboro, Georgia",Dairy Queen
-140,"Jonesboro, Georgia",Dairy Queen
-1450,"Kennesaw, Georgia",Wendy's
-1450,"Kennesaw, Georgia",McDonalds
-1450,"Kennesaw, Georgia",Jimmy Johns
-1450,"Kennesaw, Georgia",Taco Bell
-1450,"Kennesaw, Georgia",McDonald's
-1450,"Kennesaw, Georgia",Panda Express
-1450,"Kennesaw, Georgia",Del Taco
-2100,"Kingsland, Georgia",Krystal
-1477,"LaGrange, Georgia",Wendy's
-1477,"LaGrange, Georgia",Subway
-1477,"LaGrange, Georgia",Subway
-1477,"LaGrange, Georgia",Taco Bell
-1477,"LaGrange, Georgia",Domino's Pizza
-1477,"LaGrange, Georgia",Krystal
-1477,"LaGrange, Georgia",Taco Bell
-1477,"LaGrange, Georgia",Arbys
-126,"Lakeland, Georgia",Subway
-553,"Lake Park, Georgia",Krystal
-37,"Lavonia, Georgia",McDonald's
-336,"Lawrenceville, Georgia",Wendy's
-336,"Lawrenceville, Georgia",Wendy's
-336,"Lawrenceville, Georgia",McDonald's
-336,"Lawrenceville, Georgia",Waffle House
-336,"Lawrenceville, Georgia",KFC
-336,"Lawrenceville, Georgia",SONIC Drive In
-336,"Lawrenceville, Georgia",McDonald's
-336,"Lawrenceville, Georgia",Dairy Queen
-70,"Leesburg, Georgia",Hardee's
-70,"Leesburg, Georgia",Subway
-1630,"Lilburn, Georgia",Wendy's
-1630,"Lilburn, Georgia",Bojangles' Famous Chicken 'n Biscuits
-1630,"Lilburn, Georgia",Burger King
-1630,"Lilburn, Georgia",Chick-Fil-A
83,"Lithonia, Georgia",Dairy Queen
83,"Lithonia, Georgia",Wendy's
83,"Lithonia, Georgia",Subway
83,"Lithonia, Georgia",Steak 'n Shake
83,"Lithonia, Georgia",McDonald's
-2250,"Locust Grove, Georgia",Taco Bell
-2250,"Locust Grove, Georgia",McDonald's
-2389,"Loganville, Georgia",Wendy's
-2389,"Loganville, Georgia",Wendy's
-2389,"Loganville, Georgia",Wendys
-2389,"Loganville, Georgia",Bojangles' Famous Chicken 'n Biscuits
93,"Louisville, Georgia",Dairy Queen
-3080,"McDonough, Georgia",Mcdonalds
-3080,"McDonough, Georgia",McDonald's
-3080,"McDonough, Georgia",Wendy's
-528,"Madison, Georgia",McDonald's
-528,"Madison, Georgia",Taco Bell
-528,"Madison, Georgia",Arby's
-528,"Madison, Georgia",Krystal
60,"Manchester, Georgia",McDonald's
-1696,"Marietta, Georgia",Taco Bell
-1696,"Marietta, Georgia",McDonald's
-1696,"Marietta, Georgia",Pizza Hut
-1696,"Marietta, Georgia",Wendy's
-1696,"Marietta, Georgia",McDonald's
-1696,"Marietta, Georgia",Krystal
-1696,"Marietta, Georgia",McDonalds
-1696,"Marietta, Georgia",McDonald's
-1696,"Marietta, Georgia",Subway
-1696,"Marietta, Georgia",Krystal
-1696,"Marietta, Georgia",McDonald's
-1696,"Marietta, Georgia",Subway
-1696,"Marietta, Georgia",Wendy's
-1696,"Marietta, Georgia",McDonald's
-1696,"Marietta, Georgia",Burger King
-1696,"Marietta, Georgia",Pizza Hut
-1696,"Marietta, Georgia",Arby's
15,"Metter, Georgia",KFC
15,"Metter, Georgia",McDonald's
15,"Metter, Georgia",Taco Bell
15,"Metter, Georgia",Burger King
-112,"Midway, Georgia",McDonald's
599,"Milledgeville, Georgia",McDonald's
599,"Milledgeville, Georgia",Subway
599,"Milledgeville, Georgia",McDonald's
599,"Milledgeville, Georgia",KFC
599,"Milledgeville, Georgia",Arby's
599,"Milledgeville, Georgia",Bojangles' Famous Chicken 'n Biscuits
599,"Milledgeville, Georgia",Arby's
599,"Milledgeville, Georgia",Wendy's
599,"Milledgeville, Georgia",McDonald's
3,"Millen, Georgia",Dairy Queen
-970,"Monroe, Georgia",Burger King
-970,"Monroe, Georgia",Wendy's
-970,"Monroe, Georgia",Taco Bell
161,"Montezuma, Georgia",McDonald's
289,"Morrow, Georgia",Steak 'n Shake
289,"Morrow, Georgia",Subway
289,"Morrow, Georgia",Wendy's
289,"Morrow, Georgia",McDonald's
289,"Morrow, Georgia",McDonald's
17,"Nashville, Georgia",Dairy Queen
17,"Nashville, Georgia",McDonald's
-2392,"Newnan, Georgia",McDonald's
-2392,"Newnan, Georgia",Wendy's
-2392,"Newnan, Georgia",McDonald's
-831,"Norcross, Georgia",Burger King
-831,"Norcross, Georgia",McDonalds
-831,"Norcross, Georgia",Dairy Queen
541,"Ocilla, Georgia",Subway
-1936,"Peachtree City, Georgia",Subway
-1936,"Peachtree City, Georgia",Wendys
-1936,"Peachtree City, Georgia",Taco Bell
-1936,"Peachtree City, Georgia",Taco Bell
-1936,"Peachtree City, Georgia",Waffle House
125,"Peachtree Corners, Georgia",Subway
125,"Peachtree Corners, Georgia",Arby's
75,"Pelham, Georgia",Hardee's
-3405,"Perry, Georgia",Taco Bell
-3405,"Perry, Georgia",Krystal
-3405,"Perry, Georgia",Burger King
-3405,"Perry, Georgia",McDonald's
-3405,"Perry, Georgia",Arby's
-3934,"Pooler, Georgia",KFC
-3934,"Pooler, Georgia",McDonald's
-3934,"Pooler, Georgia",SUBWAY
-3934,"Pooler, Georgia",Krystal
-3934,"Pooler, Georgia",Dairy Queen Grill Chill
-3934,"Pooler, Georgia",Krystal
-2043,"Powder Springs, Georgia",Waffle House
-2043,"Powder Springs, Georgia",KFC
-2043,"Powder Springs, Georgia",Taco Bell
30,"Quitman, Georgia",Burger King
30,"Quitman, Georgia",Subway
-682,"Rincon, Georgia",McDonald's
-682,"Rincon, Georgia",Arby's
-682,"Rincon, Georgia",SONIC Drive In
-33,"Ringgold, Georgia",Subway
363,"Riverdale, Georgia",Burger King
363,"Riverdale, Georgia",Hardee's
363,"Riverdale, Georgia",Krystal
-142,"Rockmart, Georgia",Subway
-142,"Rockmart, Georgia",Sonic DriveIn
-376,"Rome, Georgia",Truett's Chick-fil-A
-376,"Rome, Georgia",Dairy Queen
-376,"Rome, Georgia",Krystal
-376,"Rome, Georgia",Burger King
-376,"Rome, Georgia",Sonic Drive-In
-376,"Rome, Georgia",Subway
-376,"Rome, Georgia",Burgers Inc
-376,"Rome, Georgia",Krystal
-376,"Rome, Georgia",Dairy Queen
-376,"Rome, Georgia",SUBWAY
-15,"Rossville, Georgia",Sonic Drive-In
1130,"Roswell, Georgia",Arbys
1130,"Roswell, Georgia",Krystal
1130,"Roswell, Georgia",Chick-Fil-A
1130,"Roswell, Georgia",McDonald's
1130,"Roswell, Georgia",Arby's
-23,"Royston, Georgia",Subway
278,"Sandersville, Georgia",Sonic
278,"Sandersville, Georgia",McDonald's
26,"Savannah, Georgia",Wendy's
26,"Savannah, Georgia",SUBWAY
26,"Savannah, Georgia",McDonald's
26,"Savannah, Georgia",Arby's
26,"Savannah, Georgia",Arby's
26,"Savannah, Georgia",Arby's
26,"Savannah, Georgia",Checkers
26,"Savannah, Georgia",Five Guys
26,"Savannah, Georgia",McDonald's
26,"Savannah, Georgia",Burger King
26,"Savannah, Georgia",Wendy's
26,"Savannah, Georgia",Sbarro
26,"Savannah, Georgia",McDonald's
26,"Savannah, Georgia",Burger King
26,"Savannah, Georgia",McDonald's
26,"Savannah, Georgia",Captain D's Seafood Kitchen
26,"Savannah, Georgia",B&D Burgers
1,"Sharpsburg, Georgia",Kfc
-365,"Smyrna, Georgia",Pizza Hut
-365,"Smyrna, Georgia",Blimpie
-365,"Smyrna, Georgia",McDonald's
-365,"Smyrna, Georgia",McDonald's
-365,"Smyrna, Georgia",Taco Bell
-365,"Smyrna, Georgia",Steak 'n Shake
-365,"Smyrna, Georgia",The Original Hot Dog Factory
-365,"Smyrna, Georgia",Taco Bell
-365,"Smyrna, Georgia",Checkers
-1493,"Snellville, Georgia",Burger King
-1493,"Snellville, Georgia",Chick-Fil-A
-1493,"Snellville, Georgia",Waffle House
-1018,"Statesboro, Georgia",Firehouse Subs
155,"Stone Mountain, Georgia",McDonald's
155,"Stone Mountain, Georgia",Long John Silver's
-2100,"Suwanee, Georgia",Taco Bell
-2100,"Suwanee, Georgia",Chick-Fil-A
-2100,"Suwanee, Georgia",SONIC Drive In
-2100,"Suwanee, Georgia",Krystal
-2100,"Suwanee, Georgia",Waffle House
-2100,"Suwanee, Georgia",McDonald's
-184,"Swainsboro, Georgia",Taco Bell
-184,"Swainsboro, Georgia",McDonald's
192,"Sylvester, Georgia",McDonald's
192,"Sylvester, Georgia",Dairy Queen
192,"Sylvester, Georgia",McDonald's
-53,"Thomaston, Georgia",Taco Bell
-53,"Thomaston, Georgia",Taco Bell
317,"Thomasville, Georgia",Arby's
317,"Thomasville, Georgia",Arby's
-49,"Thomson, Georgia",Arby's
-296,"Tifton, Georgia",Wendy's
-296,"Tifton, Georgia",Wendy's
-296,"Tifton, Georgia",KFC
-296,"Tifton, Georgia",McDonald's
-296,"Tifton, Georgia",Krystal
-296,"Tifton, Georgia",Dairy Queen Grill & Chill
-147,"Toccoa, Georgia",Taco Bell
-37,"Trenton, Georgia",McDonald's
-37,"Trenton, Georgia",Taco Bell
141,"Tucker, Georgia",Panda Express
141,"Tucker, Georgia",Arbys
141,"Tucker, Georgia",Checkers
141,"Tucker, Georgia",Taco Bell
141,"Tucker, Georgia",McDonald's
-65,"Twin City, Georgia",Subway
-991,"Union City, Georgia",Waffle House
364,"Valdosta, Georgia",Subway
364,"Valdosta, Georgia",Taco Bell
364,"Valdosta, Georgia",KFC
364,"Valdosta, Georgia",Hip Hop Fish & Chicken
364,"Valdosta, Georgia",Arby's
364,"Valdosta, Georgia",McDonald's
364,"Valdosta, Georgia",McDonald's
364,"Valdosta, Georgia",McDonald's
364,"Valdosta, Georgia",Subway
37,"Vidalia, Georgia",McDonald's
37,"Vidalia, Georgia",Domino's Pizza
37,"Vidalia, Georgia",McDonald's
-1726,"Villa Rica, Georgia",Krystal
-1726,"Villa Rica, Georgia",Burger King
-1726,"Villa Rica, Georgia",Pizza Hut
